study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_09	B_lineage	21	Naive B Cell	3	159	0.45436196056016004	0.45436196056016004	0.012578616352201259	0.5	0.13081761006289308	0.6	0.0	0.0	0.0	0.9811320754716981	0.2902066486972147	0.006289308176100629	0.006289308176100629	0.006289308176100629	0.028264261611731335	0.9937106918238994	0.8658280922431866	0.3710691823899371	0.129979035639413	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.0	0.0	0.0	0.0
vaccination_study_09	B_lineage	22	Naive B Cell	1	95	0.9417619319805659	0.9417619319805659	1.0	0.14056140350877191	0.09210526315789473	0.23266666666666663	0.7673333333333334	0.7673333333333334	0.0	1.0	0.6766917293233082	0.6421052631578947	0.6421052631578947	0.6421052631578947	1.1314951842659386	0.29473684210526313	0.12982456140350876	0.2631578947368421	0.08771929824561403	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.7684210526315789	0.7157894736842105	0.6105263157894737	3.4452280701754385
vaccination_study_09	B_lineage	22	Memory B Cell	2	95	0.3487532152043441	0.43157894736842106	0.5422514425168947	0.3508421052631579	0.0	0.3508421052631579	0.19140933725373682	0.19140933725373682	0.0	1.0	0.36076555023923446	0.43157894736842106	0.05263157894736842	0.25263157894736843	1.4426899805938949	0.6947368421052632	0.39473684210526316	0.0	0.0	TCL1A;MZB1		0.30526315789473685	0.28421052631578947	0.37894736842105264	1.4187777583063683
vaccination_study_09	B_lineage	22	Plasma Cell	3	95	0.3629572735067162	0.3629572735067162	0.3040365600407906	0.48657894736842106	0.08960526315789473	0.5761842105263157	0.0	0.0	0.0	0.30526315789473685	0.05614035087719299	0.25263157894736843	0.0	0.14736842105263157	1.2056199243736887	0.9894736842105263	0.5026315789473684	0.2631578947368421	0.07105263157894737	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.0
vaccination_study_09	B_lineage	23	Naive B Cell	1	17	0.9166547585024293	0.9166547585024293	1.0	0.08	0.020588235294117647	0.10058823529411764	0.8994117647058824	0.8994117647058824	0.0	0.8823529411764706	0.5294117647058822	0.5294117647058824	0.5294117647058824	0.5294117647058824	0.935955969969399	0.17647058823529413	0.0588235294117647	0.058823529411764705	0.0196078431372549	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.7647058823529411	0.5294117647058824	0.5882352941176471	3.358235294117647
vaccination_study_09	B_lineage	23	Memory B Cell	2	17	0.3487532152043441	0.3487532152043441	0.11764705882352941	0.26588235294117646	0.0	0.26588235294117646	0.0	0.0	0.0	0.8823529411764706	0.2513368983957218	0.11764705882352941	0.0	0.11764705882352941	0.41703784547350686	0.5294117647058824	0.29411764705882354	0.0	0.0	TCL1A;MZB1		0.23529411764705882	0.23529411764705882	0.29411764705882354	0.9647058823529413
vaccination_study_09	B_lineage	23	Plasma Cell	3	17	0.3629572735067162	0.3629572735067162	0.11764705882352941	0.4291176470588235	0.14558823529411763	0.5747058823529412	0.0	0.0	0.0	0.17647058823529413	0.02941176470588235	0.11764705882352941	0.0	0.058823529411764705	0.5859685191786772	0.8823529411764706	0.4264705882352941	0.4117647058823529	0.14705882352941177	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.17647058823529413	0.17647058823529413	0.058823529411764705	0.5294117647058824
vaccination_study_09	B_lineage	24	Naive B Cell	1	4	0.9764932837953701	1.0	1.0	0.11333333333333334	0.0	0.11333333333333334	0.8866666666666667	0.8866666666666667	0.0	1.0	0.8214285714285714	1.0	1.0	1.0	1.752493348350554	0.25	0.08333333333333333	0.0	0.0	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	1.0	1.0	1.0	4.6866666666666665
vaccination_study_09	B_lineage	24	Plasma Cell	2	4	0.5855690911689054	0.5855690911689054	0.75	0.47625	0.08437499999999999	0.560625	0.18937499999999996	0.18937499999999996	0.0	0.5	0.08333333333333333	0.5	0.0	0.25	2.341173760958125	1.0	0.4375	0.25	0.0625	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0	0.18937499999999996
vaccination_study_09	B_lineage	24	Memory B Cell	3	4	0.3487532152043441	0.3487532152043441	0.0	0.5	0.0	0.5	0.0	0.0	0.0	1.0	0.3181818181818182	0.0	0.0	0.0	0.032671167617740166	1.0	0.625	0.0	0.0	TCL1A;MZB1		0.0	0.0	0.0	0.0
vaccination_study_09	B_lineage	3	Naive B Cell	1	1328	0.9504144041154616	0.9504144041154616	1.0	0.04863955823293173	0.0654367469879518	0.11407630522088352	0.8859236947791165	0.8859236947791165	0.0	0.9962349397590361	0.6169320137693631	0.7274096385542169	0.7274096385542169	0.7274096385542169	1.2795103827483678	0.10692771084337349	0.03639558232931727	0.18674698795180722	0.06275100401606425	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.9841867469879518	0.8697289156626506	0.8463855421686747	4.3460140562249
vaccination_study_09	B_lineage	3	Memory B Cell	2	1328	0.3487532152043441	0.3487532152043441	0.19578313253012047	0.37446536144578313	0.0	0.37446536144578313	0.0	0.0	0.0	0.9917168674698795	0.2751232201533406	0.19578313253012047	0.0030120481927710845	0.18072289156626506	0.6723175215795205	0.7484939759036144	0.4092620481927711	0.0	0.0	TCL1A;MZB1		0.11144578313253012	0.10768072289156627	0.05572289156626506	0.35286144578313255
vaccination_study_09	B_lineage	3	Plasma Cell	3	1328	0.3629572735067162	0.3629572735067162	0.13629518072289157	0.4625527108433735	0.05890436746987951	0.521457078313253	0.0	0.0	0.0	0.16716867469879518	0.029869477911646583	0.13629518072289157	0.007530120481927711	0.0911144578313253	0.6715734087510994	0.9646084337349398	0.4363704819277109	0.17319277108433734	0.046310240963855415	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.00677710843373494	0.00677710843373494	0.0030120481927710845	0.021234939759036148
vaccination_study_09	B_lineage	4	Memory B Cell	1	1201	0.7141647613603886	0.7141647613603886	0.6143684761600748	0.11303080766028309	0.0	0.11303080766028309	0.5013376684997918	0.5013376684997918	0.0	0.9991673605328892	0.36363636363636365	0.47127393838467946	0.09658617818484597	0.26894254787676936	1.5723781511015815	0.2273105745212323	0.12114904246461283	0.0	0.0	TCL1A;MZB1		0.958368026644463	0.8709408825978351	0.8517901748542881	3.927815603553914
vaccination_study_09	B_lineage	4	Naive B Cell	2	1201	0.45436196056016004	0.5049363625550136	0.13821815154038303	0.23559256175409382	0.041174021648626144	0.27676658340272	0.0	0.0	0.0	0.9991673605328892	0.5049363625550136	0.06910907577019151	0.06910907577019151	0.06910907577019151	0.1372654743380402	0.4962531223980017	0.21371079655842354	0.11740216486261448	0.03968914793227866	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.27477102414654453	0.19150707743547044	0.08076602830974189	0.7280599500416319
vaccination_study_09	B_lineage	4	Plasma Cell	3	1201	0.3629572735067162	0.3629572735067162	0.2550209200231627	0.48345961698584516	0.11225020815986678	0.5957098251457119	0.0	0.0	0.0	0.2497918401332223	0.0466278101582015	0.22980849292256453	0.02164862614487927	0.17318900915903415	1.1008497084023927	0.9891756869275604	0.4889675270607826	0.32972522897585343	0.0888842631140716	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.00749375520399667	0.00749375520399667	0.002497918401332223	0.02248126561199001
vaccination_study_09	B_lineage	5	Memory B Cell	1	1050	0.7324807087739355	0.7324807087739355	0.5731230287605211	0.06844761904761905	0.0	0.06844761904761905	0.504675409712902	0.504675409712902	0.0	1.0	0.37316017316017314	0.44857142857142857	0.09238095238095238	0.24476190476190476	1.4982064007563705	0.13904761904761906	0.07095238095238095	0.0	0.0	TCL1A;MZB1		0.9895238095238095	0.9266666666666666	0.9457142857142857	4.149437314474807
vaccination_study_09	B_lineage	5	Naive B Cell	2	1050	0.45436196056016004	0.4979591836734694	0.05333333333333334	0.21972698412698413	0.034095238095238095	0.2538222222222222	0.0	0.0	0.0	0.9990476190476191	0.4979591836734694	0.02666666666666667	0.02666666666666667	0.02666666666666667	0.06362187073219833	0.4666666666666667	0.1926984126984127	0.09714285714285714	0.03301587301587301	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.1819047619047619	0.15619047619047619	0.024761904761904763	0.4769523809523809
